interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
LAMA1_RPSA	LAMA1_RPSA	LAMA1	LAMA1	RPSA					celltalkdb_2970671		LAMA1_RPSA
LAMA1_SDC2	LAMA1_SDC2	LAMA1	LAMA1	SDC2					celltalkdb_32196115		LAMA1_SDC2
LAMA1_SDC4	LAMA1_SDC4	LAMA1	LAMA1	SDC4					celltalkdb_32196115		LAMA1_SDC4
LAMA1_TMPRSS6	LAMA1_TMPRSS6	LAMA1	LAMA1	TMPRSS6					celltalkdb_26198319,32196115		LAMA1_TMPRSS6
LAMA2_AGRG6	LAMA2_AGRG6	LAMA2	LAMA2	AGRG6					cellphonedb_uniprot;reactome;IUPHAR		LAMA2_AGRG6
LAMA2_ITGA1	LAMA2_ITGA1	LAMA2	LAMA2	ITGA1					celltalkdb_32196115		LAMA2_ITGA1
LAMA2_ITGA2	LAMA2_ITGA2	LAMA2	LAMA2	ITGA2					celltalkdb_32196115		LAMA2_ITGA2
LAMA2_ITGA3	LAMA2_ITGA3	LAMA2	LAMA2	ITGA3					celltalkdb_32196115		LAMA2_ITGA3
LAMA2_ITGA6	LAMA2_ITGA6	LAMA2	LAMA2	ITGA6					celltalkdb_32196115		LAMA2_ITGA6
LAMA2_ITGA7	LAMA2_ITGA7	LAMA2	LAMA2	ITGA7					celltalkdb_11278916		LAMA2_ITGA7
LAMA2_ITGB1	LAMA2_ITGB1	LAMA2	LAMA2	ITGB1					celltalkdb_11278916		LAMA2_ITGB1
LAMA2_ITGB4	LAMA2_ITGB4	LAMA2	LAMA2	ITGB4					celltalkdb_32196115		LAMA2_ITGB4
LAMA2_RPSA	LAMA2_RPSA	LAMA2	LAMA2	RPSA					celltalkdb_2970671		LAMA2_RPSA
LAMA3_ITGA3	LAMA3_ITGA3	LAMA3	LAMA3	ITGA3					celltalkdb_32196115		LAMA3_ITGA3
LAMA3_ITGB1	LAMA3_ITGB1	LAMA3	LAMA3	ITGB1					celltalkdb_32196115		LAMA3_ITGB1
LAMA3_ITGB4	LAMA3_ITGB4	LAMA3	LAMA3	ITGB4					celltalkdb_32196115		LAMA3_ITGB4
LAMA3_SDC2	LAMA3_SDC2	LAMA3	LAMA3	SDC2					celltalkdb_11373281		LAMA3_SDC2
LAMA4_ITGA3	LAMA4_ITGA3	LAMA4	LAMA4	ITGA3					celltalkdb_32196115		LAMA4_ITGA3
LAMA4_ITGA6	LAMA4_ITGA6	LAMA4	LAMA4	ITGA6					celltalkdb_32196115		LAMA4_ITGA6
LAMA4_ITGAV	LAMA4_ITGAV	LAMA4	LAMA4	ITGAV					celltalkdb_32196115		LAMA4_ITGAV
LAMA4_ITGB1	LAMA4_ITGB1	LAMA4	LAMA4	ITGB1					celltalkdb_32196115		LAMA4_ITGB1
LAMA5_BCAM	LAMA5_BCAM	LAMA5	LAMA5	BCAM					celltalkdb_12244066		LAMA5_BCAM
LAMA5_ITGA2	LAMA5_ITGA2	LAMA5	LAMA5	ITGA2					celltalkdb_32196115		LAMA5_ITGA2
LAMA5_ITGA3	LAMA5_ITGA3	LAMA5	LAMA5	ITGA3					celltalkdb_32196115		LAMA5_ITGA3
LAMA5_ITGA6	LAMA5_ITGA6	LAMA5	LAMA5	ITGA6					celltalkdb_32196115		LAMA5_ITGA6
LAMA5_ITGB1	LAMA5_ITGB1	LAMA5	LAMA5	ITGB1					celltalkdb_32196115		LAMA5_ITGB1
LAMA5_ITGB4	LAMA5_ITGB4	LAMA5	LAMA5	ITGB4					celltalkdb_32196115		LAMA5_ITGB4
LAMA5_SDC1	LAMA5_SDC1	LAMA5	LAMA5	SDC1					celltalkdb_32196115		LAMA5_SDC1
LAMB1_ITGA1	LAMB1_ITGA1	LAMB1	LAMB1	ITGA1					celltalkdb_32196115		LAMB1_ITGA1
LAMB1_ITGA2	LAMB1_ITGA2	LAMB1	LAMB1	ITGA2					celltalkdb_32196115		LAMB1_ITGA2
LAMB1_ITGA3	LAMB1_ITGA3	LAMB1	LAMB1	ITGA3					celltalkdb_32196115		LAMB1_ITGA3
LAMB1_ITGA6	LAMB1_ITGA6	LAMB1	LAMB1	ITGA6					celltalkdb_10842354		LAMB1_ITGA6
LAMB1_ITGA7	LAMB1_ITGA7	LAMB1	LAMB1	ITGA7					celltalkdb_32196115		LAMB1_ITGA7
LAMB1_ITGAV	LAMB1_ITGAV	LAMB1	LAMB1	ITGAV					celltalkdb_32196115		LAMB1_ITGAV
LAMB1_ITGB1	LAMB1_ITGB1	LAMB1	LAMB1	ITGB1					celltalkdb_10842354		LAMB1_ITGB1
LAMB1_ITGB4	LAMB1_ITGB4	LAMB1	LAMB1	ITGB4					celltalkdb_32196115		LAMB1_ITGB4
LAMB2_ITGA3	LAMB2_ITGA3	LAMB2	LAMB2	ITGA3					celltalkdb_32196115		LAMB2_ITGA3
LAMB2_ITGB1	LAMB2_ITGB1	LAMB2	LAMB2	ITGB1					celltalkdb_32196115		LAMB2_ITGB1
LAMB2_ITGB4	LAMB2_ITGB4	LAMB2	LAMB2	ITGB4					celltalkdb_32196115		LAMB2_ITGB4
LAMB2_RPSA	LAMB2_RPSA	LAMB2	LAMB2	RPSA					celltalkdb_2970671		LAMB2_RPSA
LAMB3_CD151	LAMB3_CD151	LAMB3	LAMB3	CD151					celltalkdb_32196115		LAMB3_CD151
LAMB3_COL17A1	LAMB3_COL17A1	LAMB3	LAMB3	COL17A1					celltalkdb_32196115		LAMB3_COL17A1
LAMB3_ITGA2	LAMB3_ITGA2	LAMB3	LAMB3	ITGA2					celltalkdb_32196115		LAMB3_ITGA2
LAMB3_ITGA3	LAMB3_ITGA3	LAMB3	LAMB3	ITGA3					celltalkdb_32196115		LAMB3_ITGA3
LAMB3_ITGA6	LAMB3_ITGA6	LAMB3	LAMB3	ITGA6					celltalkdb_32196115		LAMB3_ITGA6
LAMB3_ITGB1	LAMB3_ITGB1	LAMB3	LAMB3	ITGB1					celltalkdb_32196115		LAMB3_ITGB1
LAMB3_ITGB4	LAMB3_ITGB4	LAMB3	LAMB3	ITGB4					celltalkdb_32196115		LAMB3_ITGB4
LAMC1_ITGA1	LAMC1_ITGA1	LAMC1	LAMC1	ITGA1					celltalkdb_32196115		LAMC1_ITGA1
LAMC1_ITGA2	LAMC1_ITGA2	LAMC1	LAMC1	ITGA2					celltalkdb_32196115		LAMC1_ITGA2
LAMC1_ITGA3	LAMC1_ITGA3	LAMC1	LAMC1	ITGA3					celltalkdb_32196115		LAMC1_ITGA3
LAMC1_ITGA6	LAMC1_ITGA6	LAMC1	LAMC1	ITGA6					celltalkdb_32196115		LAMC1_ITGA6
LAMC1_ITGA7	LAMC1_ITGA7	LAMC1	LAMC1	ITGA7					celltalkdb_32196115		LAMC1_ITGA7
LAMC1_ITGAV	LAMC1_ITGAV	LAMC1	LAMC1	ITGAV					celltalkdb_32196115		LAMC1_ITGAV
LAMC1_ITGB1	LAMC1_ITGB1	LAMC1	LAMC1	ITGB1					celltalkdb_32196115		LAMC1_ITGB1
LAMC1_ITGB4	LAMC1_ITGB4	LAMC1	LAMC1	ITGB4					celltalkdb_32196115		LAMC1_ITGB4
LAMC2_CD151	LAMC2_CD151	LAMC2	LAMC2	CD151					celltalkdb_32196115		LAMC2_CD151
LAMC2_COL17A1	LAMC2_COL17A1	LAMC2	LAMC2	COL17A1					celltalkdb_32196115		LAMC2_COL17A1
LAMC2_ITGA2	LAMC2_ITGA2	LAMC2	LAMC2	ITGA2					celltalkdb_32196115		LAMC2_ITGA2
LAMC2_ITGA3	LAMC2_ITGA3	LAMC2	LAMC2	ITGA3					celltalkdb_10842354		LAMC2_ITGA3
LAMC2_ITGA6	LAMC2_ITGA6	LAMC2	LAMC2	ITGA6					celltalkdb_10842354		LAMC2_ITGA6
LAMC2_ITGB1	LAMC2_ITGB1	LAMC2	LAMC2	ITGB1					celltalkdb_10842354		LAMC2_ITGB1
LAMC2_ITGB4	LAMC2_ITGB4	LAMC2	LAMC2	ITGB4					celltalkdb_10842354		LAMC2_ITGB4
LAMC3_ITGA2	LAMC3_ITGA2	LAMC3	LAMC3	ITGA2					celltalkdb_32196115		LAMC3_ITGA2
LAMC3_ITGA3	LAMC3_ITGA3	LAMC3	LAMC3	ITGA3					celltalkdb_32196115		LAMC3_ITGA3
LAMC3_ITGA6	LAMC3_ITGA6	LAMC3	LAMC3	ITGA6					celltalkdb_32196115		LAMC3_ITGA6
LAMC3_ITGB1	LAMC3_ITGB1	LAMC3	LAMC3	ITGB1					celltalkdb_32196115		LAMC3_ITGB1
LAMC3_ITGB4	LAMC3_ITGB4	LAMC3	LAMC3	ITGB4					celltalkdb_32196115		LAMC3_ITGB4
LCN1_LMBR1L	LCN1_LMBR1L	LCN1	LCN1	LMBR1L					celltalkdb_11287427		LCN1_LMBR1L
LCN2_LRP2	LCN2_LRP2	LCN2	LCN2	LRP2					celltalkdb_15670845		LCN2_LRP2
LEFTY1_ACVR1B	LEFTY1_ACVR1B	LEFTY1	LEFTY1	ACVR1B					celltalkdb_32196115		LEFTY1_ACVR1B
LEFTY1_ACVR2A	LEFTY1_ACVR2A	LEFTY1	LEFTY1	ACVR2A					celltalkdb_32196115		LEFTY1_ACVR2A
LEFTY1_ACVR2B	LEFTY1_ACVR2B	LEFTY1	LEFTY1	ACVR2B					celltalkdb_32196115		LEFTY1_ACVR2B
LEFTY2_ACVR1B	LEFTY2_ACVR1B	LEFTY2	LEFTY2	ACVR1B					celltalkdb_32196115		LEFTY2_ACVR1B
LEFTY2_ACVR2A	LEFTY2_ACVR2A	LEFTY2	LEFTY2	ACVR2A					celltalkdb_32196115		LEFTY2_ACVR2A
LEFTY2_ACVR2B	LEFTY2_ACVR2B	LEFTY2	LEFTY2	ACVR2B					celltalkdb_11952836		LEFTY2_ACVR2B
LEG3_MERTK	LEG3_MERTK	LEG3	LEG3	MERTK					cellphonedb_uniprot		LEG3_MERTK
LEG9_HAVR2	LEG9_HAVR2	LEG9	LEG9	HAVR2					cellphonedb_PMID:27192565;Uniprot		LEG9_HAVR2
LEG9_PDIA1	LEG9_PDIA1	LEG9	LEG9	PDIA1					cellphonedb_PMID:21670307;uniprot		LEG9_PDIA1
LEP_LEPR	LEP_LEPR	LEP	LEP	LEPR					celltalkdb_9463481, cellphonedb_uniprot		LEP_LEPR
LEP_LRP2	LEP_LRP2	LEP	LEP	LRP2					celltalkdb_32196115		LEP_LRP2
LEUK_SN	LEUK_SN	LEUK	LEUK	SN					cellphonedb_PMID:11238599		LEUK_SN
LFA3_CD2	LFA3_CD2	LFA3	LFA3	CD2					cellphonedb_Reviewed_in_PMID:23602662		LFA3_CD2
LFTY1_TDGF1	LFTY1_TDGF1	LFTY1	LFTY1	TDGF1					cellphonedb_PMID:22710174		LFTY1_TDGF1
LFTY2_TDGF1	LFTY2_TDGF1	LFTY2	LFTY2	TDGF1					cellphonedb_PMID:22710174		LFTY2_TDGF1
LGALS1_ITGB1	LGALS1_ITGB1	LGALS1	LGALS1	ITGB1					celltalkdb_14550305		LGALS1_ITGB1
LGALS1_PTPRC	LGALS1_PTPRC	LGALS1	LGALS1	PTPRC					celltalkdb_10369126		LGALS1_PTPRC
LGALS3BP_CD33	LGALS3BP_CD33	LGALS3BP	LGALS3BP	CD33					celltalkdb_25320078		LGALS3BP_CD33
LGALS3BP_ITGB1	LGALS3BP_ITGB1	LGALS3BP	LGALS3BP	ITGB1					celltalkdb_9501082		LGALS3BP_ITGB1
LGALS8_ITGA3	LGALS8_ITGA3	LGALS8	LGALS8	ITGA3					celltalkdb_10852818		LGALS8_ITGA3
LGALS9_CD44	LGALS9_CD44	LGALS9	LGALS9	CD44					celltalkdb_32103204		LGALS9_CD44
LGALS9_CD47	LGALS9_CD47	LGALS9	LGALS9	CD47					celltalkdb_32103204		LGALS9_CD47
LGALS9_HAVCR2	LGALS9_HAVCR2	LGALS9	LGALS9	HAVCR2					celltalkdb_27192565		LGALS9_HAVCR2
LGALS9_MRC2	LGALS9_MRC2	LGALS9	LGALS9	MRC2					celltalkdb_32103204		LGALS9_MRC2
LGALS9_SLC1A5	LGALS9_SLC1A5	LGALS9	LGALS9	SLC1A5					celltalkdb_32103204		LGALS9_SLC1A5
LHB_ADCYAP1R1	LHB_ADCYAP1R1	LHB	LHB	ADCYAP1R1					celltalkdb_32196115		LHB_ADCYAP1R1
LHB_ADRB2	LHB_ADRB2	LHB	LHB	ADRB2					celltalkdb_32196115		LHB_ADRB2
LHB_ADRB3	LHB_ADRB3	LHB	LHB	ADRB3					celltalkdb_32196115		LHB_ADRB3
LHB_GPR20	LHB_GPR20	LHB	LHB	GPR20					celltalkdb_32196115		LHB_GPR20
LHB_GPR84	LHB_GPR84	LHB	LHB	GPR84					celltalkdb_32196115		LHB_GPR84
LHB_LHCGR	LHB_LHCGR	LHB	LHB	LHCGR					celltalkdb_1922095		LHB_LHCGR
LHB_PTH1R	LHB_PTH1R	LHB	LHB	PTH1R					celltalkdb_32196115		LHB_PTH1R
LHB_RAMP2	LHB_RAMP2	LHB	LHB	RAMP2					celltalkdb_32196115		LHB_RAMP2
LHB_RAMP3	LHB_RAMP3	LHB	LHB	RAMP3					celltalkdb_32196115		LHB_RAMP3
LHB_TSHR	LHB_TSHR	LHB	LHB	TSHR					celltalkdb_32196115		LHB_TSHR
LHB_VIPR1	LHB_VIPR1	LHB	LHB	VIPR1					celltalkdb_32196115		LHB_VIPR1
LIF_IL6ST	LIF_IL6ST	LIF	LIF	IL6ST					celltalkdb_9716487		LIF_IL6ST
LIF_LIFR	LIF_LIFR	LIF	LIF	LIFR					celltalkdb_12601009		LIF_LIFR
LIN7C_ABCA1	LIN7C_ABCA1	LIN7C	LIN7C	ABCA1					celltalkdb_16192275		LIN7C_ABCA1
LIN7C_HTR2C	LIN7C_HTR2C	LIN7C	LIN7C	HTR2C					celltalkdb_26198319,32196115		LIN7C_HTR2C
LIN7C_KCNJ4	LIN7C_KCNJ4	LIN7C	LIN7C	KCNJ4					celltalkdb_32196115		LIN7C_KCNJ4
LIPC_LRP1	LIPC_LRP1	LIPC	LIPC	LRP1					celltalkdb_9716487		LIPC_LRP1
LIPH_LPAR1	LIPH_LPAR1	LIPH	LIPH	LPAR1					celltalkdb_9716487		LIPH_LPAR1
LIPH_LPAR2	LIPH_LPAR2	LIPH	LIPH	LPAR2					celltalkdb_16192275		LIPH_LPAR2
LIPH_LPAR4	LIPH_LPAR4	LIPH	LIPH	LPAR4					celltalkdb_12006486		LIPH_LPAR4
LMAN1_MCFD2	LMAN1_MCFD2	LMAN1	LMAN1	MCFD2					celltalkdb_20138881		LMAN1_MCFD2
LPAR1_CD97	LPAR1_CD97	LPAR1	LPAR1	CD97					cellphonedb_uniprot;reactome;IUPHAR		LPAR1_CD97
LPAR2_CD97	LPAR2_CD97	LPAR2	LPAR2	CD97					cellphonedb_uniprot;reactome;IUPHAR		LPAR2_CD97
LPAR3_CD97	LPAR3_CD97	LPAR3	LPAR3	CD97					cellphonedb_uniprot;reactome;IUPHAR		LPAR3_CD97
LPA_ITGAM	LPA_ITGAM	LPA	LPA	ITGAM					celltalkdb_16403785		LPA_ITGAM
LPA_ITGB2	LPA_ITGB2	LPA	LPA	ITGB2					celltalkdb_16403785		LPA_ITGB2
LPA_LPAR1	LPA_LPAR1	LPA	LPA	LPAR1					celltalkdb_25849892		LPA_LPAR1
LPA_LPAR2	LPA_LPAR2	LPA	LPA	LPAR2					celltalkdb_25849892		LPA_LPAR2
LPA_LPAR3	LPA_LPAR3	LPA	LPA	LPAR3					celltalkdb_25849892		LPA_LPAR3
LPA_LPAR4	LPA_LPAR4	LPA	LPA	LPAR4					celltalkdb_25849892		LPA_LPAR4
LPA_LRP2	LPA_LRP2	LPA	LPA	LRP2					celltalkdb_32196115		LPA_LRP2
LPL_CD44	LPL_CD44	LPL	LPL	CD44					celltalkdb_32196115		LPL_CD44
LPL_GPIHBP1	LPL_GPIHBP1	LPL	LPL	GPIHBP1					celltalkdb_17403372		LPL_GPIHBP1
LPL_LRP1	LPL_LRP1	LPL	LPL	LRP1					celltalkdb_7510694		LPL_LRP1
LPL_LRP2	LPL_LRP2	LPL	LPL	LRP2					celltalkdb_7686151		LPL_LRP2
LPL_SDC1	LPL_SDC1	LPL	LPL	SDC1					celltalkdb_9294130		LPL_SDC1
LPL_VLDLR	LPL_VLDLR	LPL	LPL	VLDLR					celltalkdb_7592875		LPL_VLDLR
LRIG1_EGFR	LRIG1_EGFR	LRIG1	LRIG1	EGFR					celltalkdb_16847455,16978290		LRIG1_EGFR
LRIG1_MET	LRIG1_MET	LRIG1	LRIG1	MET					celltalkdb_17178829		LRIG1_MET
LRIG2_EGFR	LRIG2_EGFR	LRIG2	LRIG2	EGFR					celltalkdb_25353163		LRIG2_EGFR
LRPAP1_LDLR	LRPAP1_LDLR	LRPAP1	LRPAP1	LDLR					celltalkdb_7822276		LRPAP1_LDLR
LRPAP1_LRP1	LRPAP1_LRP1	LRPAP1	LRPAP1	LRP1					celltalkdb_14596620		LRPAP1_LRP1
LRPAP1_LRP2	LRPAP1_LRP2	LRPAP1	LRPAP1	LRP2					celltalkdb_7512726		LRPAP1_LRP2
LRPAP1_LRP8	LRPAP1_LRP8	LRPAP1	LRPAP1	LRP8					celltalkdb_12899622		LRPAP1_LRP8
LRPAP1_SORL1	LRPAP1_SORL1	LRPAP1	LRPAP1	SORL1					celltalkdb_11557679		LRPAP1_SORL1
LRPAP1_SORT1	LRPAP1_SORT1	LRPAP1	LRPAP1	SORT1					celltalkdb_9013611		LRPAP1_SORT1
LRPAP1_VLDLR	LRPAP1_VLDLR	LRPAP1	LRPAP1	VLDLR					celltalkdb_7592875		LRPAP1_VLDLR
LSHB_LSHR	LSHB_LSHR	LSHB	LSHB	LSHR					cellphonedb_uniprot;reactome;IUPHAR		LSHB_LSHR
LTA_LTBR	LTA_LTBR	LTA	LTA	LTBR					celltalkdb_8171323		LTA_LTBR
LTA_RIPK1	LTA_RIPK1	LTA	LTA	RIPK1					celltalkdb_32103204		LTA_RIPK1
LTA_TNFRSF14	LTA_TNFRSF14	LTA	LTA	TNFRSF14					celltalkdb_9153189		LTA_TNFRSF14
LTA_TNFRSF1A	LTA_TNFRSF1A	LTA	LTA	TNFRSF1A					celltalkdb_8387891		LTA_TNFRSF1A
LTA_TNFRSF1B	LTA_TNFRSF1B	LTA	LTA	TNFRSF1B					celltalkdb_9552007		LTA_TNFRSF1B
LTBP1_ITGB5	LTBP1_ITGB5	LTBP1	LTBP1	ITGB5					celltalkdb_12358597		LTBP1_ITGB5
LTBP3_ITGB5	LTBP3_ITGB5	LTBP3	LTBP3	ITGB5					celltalkdb_12358597		LTBP3_ITGB5
LTB_CD40	LTB_CD40	LTB	LTB	CD40					celltalkdb_7916655		LTB_CD40
LTB_LTBR	LTB_LTBR	LTB	LTB	LTBR					celltalkdb_7995952		LTB_LTBR
LTB_TNFRSF1A	LTB_TNFRSF1A	LTB	LTB	TNFRSF1A					celltalkdb_7995952		LTB_TNFRSF1A
LTF_LRP1	LTF_LRP1	LTF	LTF	LRP1					celltalkdb_15178744		LTF_LRP1
LTF_TFRC	LTF_TFRC	LTF	LTF	TFRC					celltalkdb_32196115		LTF_TFRC
LUM_ITGB1	LUM_ITGB1	LUM	LUM	ITGB1					celltalkdb_32196115		LUM_ITGB1
LYAM2_GSLG1	LYAM2_GSLG1	LYAM2	LYAM2	GSLG1					cellphonedb_PMID:11404363		LYAM2_GSLG1
LYPD3_AGR2	LYPD3_AGR2	LYPD3	LYPD3	AGR2					celltalkdb_32140067		LYPD3_AGR2
LYZ_ITGAL	LYZ_ITGAL	LYZ	LYZ	ITGAL					celltalkdb_32196115		LYZ_ITGAL
MADCAM1_CD44	MADCAM1_CD44	MADCAM1	MADCAM1	CD44					celltalkdb_2474557		MADCAM1_CD44
MADCAM1_ITGA4	MADCAM1_ITGA4	MADCAM1	MADCAM1	ITGA4					celltalkdb_10702270		MADCAM1_ITGA4
MADCAM1_ITGB7	MADCAM1_ITGB7	MADCAM1	MADCAM1	ITGB7					celltalkdb_8600538		MADCAM1_ITGB7
MATN1_ITGA1	MATN1_ITGA1	MATN1	MATN1	ITGA1					celltalkdb_10196235		MATN1_ITGA1
MBL2_CALCR	MBL2_CALCR	MBL2	MBL2	CALCR					celltalkdb_11560994		MBL2_CALCR
MBL2_CD93	MBL2_CD93	MBL2	MBL2	CD93					celltalkdb_9476117		MBL2_CD93
MCH_MCHR1	MCH_MCHR1	MCH	MCH	MCHR1					cellphonedb_reactome		MCH_MCHR1
MCH_MCHR2	MCH_MCHR2	MCH	MCH	MCHR2					cellphonedb_reactome		MCH_MCHR2
MDK_ALK	MDK_ALK	MDK	MDK	ALK					celltalkdb_12122009		MDK_ALK
MDK_GPC2	MDK_GPC2	MDK	MDK	GPC2					celltalkdb_32196115		MDK_GPC2
MDK_ITGA4	MDK_ITGA4	MDK	MDK	ITGA4					celltalkdb_32196115		MDK_ITGA4
MDK_ITGA6	MDK_ITGA6	MDK	MDK	ITGA6					celltalkdb_32196115		MDK_ITGA6
MDK_ITGB1	MDK_ITGB1	MDK	MDK	ITGB1					celltalkdb_32196115		MDK_ITGB1
MDK_LRP1	MDK_LRP1	MDK	MDK	LRP1					celltalkdb_26198319,32196115,32103204		MDK_LRP1
MDK_LRP2	MDK_LRP2	MDK	MDK	LRP2					celltalkdb_10772929		MDK_LRP2
MDK_PTPRZ1	MDK_PTPRZ1	MDK	MDK	PTPRZ1					celltalkdb_10212223		MDK_PTPRZ1
MDK_SDC1	MDK_SDC1	MDK	MDK	SDC1					celltalkdb_9089390		MDK_SDC1
MDK_SDC3	MDK_SDC3	MDK	MDK	SDC3					celltalkdb_9089390		MDK_SDC3
MDK_SDC4	MDK_SDC4	MDK	MDK	SDC4					celltalkdb_8621465		MDK_SDC4
MDK_SORL1	MDK_SORL1	MDK	MDK	SORL1					celltalkdb_32103204		MDK_SORL1
MDK_TSPAN1	MDK_TSPAN1	MDK	MDK	TSPAN1					celltalkdb_18851943		MDK_TSPAN1
MEGF10_ABCA1	MEGF10_ABCA1	MEGF10	MEGF10	ABCA1					celltalkdb_17205124		MEGF10_ABCA1
MELTF_TFRC	MELTF_TFRC	MELTF	MELTF	TFRC					celltalkdb_12688510		MELTF_TFRC
MEPE_PHEX	MEPE_PHEX	MEPE	MEPE	PHEX					celltalkdb_15664000		MEPE_PHEX
MFAP2_NOTCH1	MFAP2_NOTCH1	MFAP2	MFAP2	NOTCH1					celltalkdb_16492672		MFAP2_NOTCH1
MFAP5_NOTCH1	MFAP5_NOTCH1	MFAP5	MFAP5	NOTCH1					celltalkdb_16492672		MFAP5_NOTCH1
MFGE8_ITGAV	MFGE8_ITGAV	MFGE8	MFGE8	ITGAV					celltalkdb_26198319,32196115		MFGE8_ITGAV
MFGE8_ITGB3	MFGE8_ITGB3	MFGE8	MFGE8	ITGB3					celltalkdb_24441829		MFGE8_ITGB3
MFGE8_PDGFRB	MFGE8_PDGFRB	MFGE8	MFGE8	PDGFRB					celltalkdb_21868707		MFGE8_PDGFRB
MFNG_NOTCH1	MFNG_NOTCH1	MFNG	MFNG	NOTCH1					celltalkdb_10935626		MFNG_NOTCH1
MFNG_NOTCH2	MFNG_NOTCH2	MFNG	MFNG	NOTCH2					celltalkdb_26198319,32196115		MFNG_NOTCH2
MIA_CDH7	MIA_CDH7	MIA	MIA	CDH7					celltalkdb_19200257		MIA_CDH7
MICA_KLRK1	MICA_KLRK1	MICA	MICA	KLRK1					celltalkdb_11491531		MICA_KLRK1
MICB_KLRK1	MICB_KLRK1	MICB	MICB	KLRK1					celltalkdb_11491531		MICB_KLRK1
MIF_CD44	MIF_CD44	MIF	MIF	CD44					celltalkdb_30682543		MIF_CD44
MIF_CD74	MIF_CD74	MIF	MIF	CD74					celltalkdb_30682543,27573366		MIF_CD74
MIF_CXCR2	MIF_CXCR2	MIF	MIF	CXCR2					celltalkdb_18852457		MIF_CXCR2
MIF_CXCR4	MIF_CXCR4	MIF	MIF	CXCR4					celltalkdb_19665027		MIF_CXCR4
MIF_EGFR	MIF_EGFR	MIF	MIF	EGFR					celltalkdb_26280537		MIF_EGFR
MK_ALK	MK_ALK	MK	MK	ALK					cellphonedb_uniprot		MK_ALK
MK_PTPRZ	MK_PTPRZ	MK	MK	PTPRZ					cellphonedb_PMID:10212223		MK_PTPRZ
MLN_MLNR	MLN_MLNR	MLN	MLN	MLNR					celltalkdb_10381885		MLN_MLNR
MMP12_PLAUR	MMP12_PLAUR	MMP12	MMP12	PLAUR					celltalkdb_12195704		MMP12_PLAUR
MMP13_LRP1	MMP13_LRP1	MMP13	MMP13	LRP1					celltalkdb_10514495		MMP13_LRP1
MMP1_CD44	MMP1_CD44	MMP1	MMP1	CD44					celltalkdb_11381077		MMP1_CD44
MMP1_ITGA2	MMP1_ITGA2	MMP1	MMP1	ITGA2					celltalkdb_11359774		MMP1_ITGA2
MMP2_CCR2	MMP2_CCR2	MMP2	MMP2	CCR2					celltalkdb_30132565		MMP2_CCR2
MMP2_FGFR1	MMP2_FGFR1	MMP2	MMP2	FGFR1					celltalkdb_8692946		MMP2_FGFR1
MMP2_PECAM1	MMP2_PECAM1	MMP2	MMP2	PECAM1					celltalkdb_30793207		MMP2_PECAM1
MMP2_SDC2	MMP2_SDC2	MMP2	MMP2	SDC2					celltalkdb_17623663		MMP2_SDC2
MMP7_CD151	MMP7_CD151	MMP7	MMP7	CD151					celltalkdb_16200075		MMP7_CD151
MMP7_CD44	MMP7_CD44	MMP7	MMP7	CD44					celltalkdb_11825873		MMP7_CD44
MMP7_ERBB4	MMP7_ERBB4	MMP7	MMP7	ERBB4					celltalkdb_17638887		MMP7_ERBB4
MMP7_SDC1	MMP7_SDC1	MMP7	MMP7	SDC1					celltalkdb_26934670		MMP7_SDC1
MMP9_CD44	MMP9_CD44	MMP9	MMP9	CD44					celltalkdb_10652271		MMP9_CD44
MMP9_EPHB2	MMP9_EPHB2	MMP9	MMP9	EPHB2					celltalkdb_26198319,32196115		MMP9_EPHB2
MMP9_IFNAR1	MMP9_IFNAR1	MMP9	MMP9	IFNAR1					celltalkdb_28122987		MMP9_IFNAR1
MMP9_ITGAM	MMP9_ITGAM	MMP9	MMP9	ITGAM					celltalkdb_32196115		MMP9_ITGAM
MMP9_ITGB2	MMP9_ITGB2	MMP9	MMP9	ITGB2					celltalkdb_32196115		MMP9_ITGB2
MMP9_LRP1	MMP9_LRP1	MMP9	MMP9	LRP1					celltalkdb_11279011		MMP9_LRP1
MMP9_RECK	MMP9_RECK	MMP9	MMP9	RECK					celltalkdb_29874120		MMP9_RECK
MMP9_TLR9	MMP9_TLR9	MMP9	MMP9	TLR9					celltalkdb_23827939		MMP9_TLR9
MOTI_MTLR	MOTI_MTLR	MOTI	MOTI	MTLR					cellphonedb_reactome;uniprot		MOTI_MTLR
MPZL1_MPZL1	MPZL1_MPZL1	MPZL1	MPZL1	MPZL1					cellphonedb_Shilts screen - VALIDATED		MPZL1_MPZL1
MST1_MST1R	MST1_MST1R	MST1	MST1	MST1R					celltalkdb_8062829		MST1_MST1R
MSTN_ACVR2B	MSTN_ACVR2B	MSTN	MSTN	ACVR2B					celltalkdb_11459935		MSTN_ACVR2B
MTMR4_SMAD3	MTMR4_SMAD3	MTMR4	MTMR4	SMAD3					celltalkdb_20061380		MTMR4_SMAD3
MUC7_SELL	MUC7_SELL	MUC7	MUC7	SELL					celltalkdb_9538010		MUC7_SELL
NAMPT_ADORA2A	NAMPT_ADORA2A	NAMPT	NAMPT	ADORA2A					celltalkdb_32103204		NAMPT_ADORA2A
