interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
IL4_IL4RA	IL4_IL4RA	IL4	Il4	Il4ra					celltalkdb_18243101		Il4_Il4ra
IL4_TLR2	IL4_TLR2	IL4	Il4	Tlr2					celltalkdb_12600829,12692544		Il4_Tlr2
IL5_CSF2RB	IL5_CSF2RB	IL5	Il5	Csf2rb					celltalkdb_8496674		Il5_Csf2rb
IL5_IL5RA	IL5_IL5RA	IL5	Il5	Il5ra					celltalkdb_31017107		Il5_Il5ra
IL6_EGFR	IL6_EGFR	IL6	Il6	Egfr					celltalkdb_9162741		Il6_Egfr
IL6_IL6RA	IL6_IL6RA	IL6	Il6	Il6ra					celltalkdb_31924653		Il6_Il6ra
IL6_IL6ST	IL6_IL6ST	IL6	Il6	Il6st					celltalkdb_30648776		Il6_Il6st
IL7_IL2RG	IL7_IL2RG	IL7	Il7	Il2rg					celltalkdb_7530740		Il7_Il2rg
IL7_IL7R	IL7_IL7R	IL7	Il7	Il7r					celltalkdb_8449219		Il7_Il7r
IL8_ACKR1	IL8_ACKR1	Cxcl8	Cxcl8	Ackr1					cellphonedb_PMID:24218476		Il8_Ackr1
IL8_CXCR1	IL8_CXCR1	Cxcl8	Cxcl8	Cxcr1					cellphonedb_PMID:24218476		Il8_Cxcr1
IL8_CXCR2	IL8_CXCR2	Cxcl8	Cxcl8	Cxcr2					cellphonedb_PMID:24218476		Il8_Cxcr2
IL9_IL9R	IL9_IL9R	IL9	Il9	Il9r					celltalkdb_27159882		Il9_Il9r
INHA_ACVR2A	INHA_ACVR2A	INHA	Inha	Acvr2a					celltalkdb_12493742		Inha_Acvr2a
INHBA_ACVR1B	INHBA_ACVR1B	INHBA	Inhba	Acvr1b					celltalkdb_15196700		Inhba_Acvr1b
INHBA_ACVR1C	INHBA_ACVR1C	INHBA	Inhba	Acvr1c					celltalkdb_15196700		Inhba_Acvr1c
INHBA_ACVR2A	INHBA_ACVR2A	INHBA	Inhba	Acvr2a					celltalkdb_12466190		Inhba_Acvr2a
INHBA_ACVR2B	INHBA_ACVR2B	INHBA	Inhba	Acvr2b					celltalkdb_9202237		Inhba_Acvr2b
INHBA_TGFBR1	INHBA_TGFBR1	INHBA	Inhba	Tgfbr1					celltalkdb_17192514		Inhba_Tgfbr1
INHBA_TGFBR3	INHBA_TGFBR3	INHBA	Inhba	Tgfbr3					celltalkdb_10746731		Inhba_Tgfbr3
INHBB_ACVR1C	INHBB_ACVR1C	INHBB	Inhbb	Acvr1c					celltalkdb_15196700		Inhbb_Acvr1c
INHBB_ACVR2A	INHBB_ACVR2A	INHBB	Inhbb	Acvr2a					celltalkdb_12466190		Inhbb_Acvr2a
INHBB_ACVR2B	INHBB_ACVR2B	INHBB	Inhbb	Acvr2b					celltalkdb_9202237		Inhbb_Acvr2b
INHBC_ACVR2A	INHBC_ACVR2A	INHBC	Inhbc	Acvr2a					celltalkdb_22710174		Inhbc_Acvr2a
INHBC_ACVR2B	INHBC_ACVR2B	INHBC	Inhbc	Acvr2b					celltalkdb_22710174		Inhbc_Acvr2b
Inhbc_Acvr2a	Inhbc_Acvr2a	INHBC	Inhbc	Acvr2a					cellphonedb_PMID:22710174		Inhbc_Avr2a
Inhbc_Acvr2b	Inhbc_Acvr2b	INHBC	Inhbc	Acvr2b					cellphonedb_PMID:22710174		Inhbc_Avr2b
INHBE_ACVR2A	INHBE_ACVR2A	INHBE	Inhbe	Acvr2a					celltalkdb_22710174		Inhbe_Acvr2a
INHBE_ACVR2B	INHBE_ACVR2B	INHBE	Inhbe	Acvr2b					celltalkdb_22710174		Inhbe_Acvr2b
Inhbe_Acvr2a	Inhbe_Acvr2a	INHBE	Inhbe	Acvr2a					cellphonedb_PMID:22710174		Inhbe_Avr2a
Inhbe_Acvr2b	Inhbe_Acvr2b	INHBE	Inhbe	Acvr2b					cellphonedb_PMID:22710174		Inhbe_Avr2b
INSL3_RXFP1	INSL3_RXFP1	INSL3	Insl3	Rxfp1					celltalkdb_25761609		Insl3_Rxfp1
INSL3_RXFP2	INSL3_RXFP2	INSL3	Insl3	Rxfp2					celltalkdb_24478759, cellphonedb_uniprot;reactome		Insl3_Rxfp2
Insl5_Rxfp4	Insl5_Rxfp4	INSL5	Insl5	Rxfp4					cellphonedb_uniprot;reactome		Insl5_Rl3r2
INSL5_RXFP4	INSL5_RXFP4	INSL5	Insl5	Rxfp4					celltalkdb_20138959		Insl5_Rxfp4
INS_INSR	INS_INSR	INS	Ins	Insr					cellphonedb_uniprot		Ins_Insr
ITGB1BP1_ITGB1	ITGB1BP1_ITGB1	ITGB1BP1	Itgb1bp1	Itgb1					celltalkdb_17567669		Itgb1bp1_Itgb1
IZUMO1_CD9	IZUMO1_CD9	IZUMO1	Izumo1	Cd9					celltalkdb_24671880,22054237		Izumo1_Cd9
IZUMO1_IZUMO1R	IZUMO1_IZUMO1R	IZUMO1	Izumo1	Izumo1r					celltalkdb_27416963		Izumo1_Izumo1r
Jag1_Cd46	Jag1_Cd46	JAG1	Jag1	Cd46					cellphonedb_PMID:23086448		Jag1_Mcp
Jag1_Notch1	Jag1_Notch1	JAG1	Jag1	Notch1					cellphonedb_PMID:22353464		Jag1_Notc1
Jag1_Notch2	Jag1_Notch2	JAG1	Jag1	Notch2					cellphonedb_PMID:22353464		Jag1_Notc2
Jag1_Notch3	Jag1_Notch3	JAG1	Jag1	Notch3					cellphonedb_PMID:22353464		Jag1_Notc3
Jag1_Notch4	Jag1_Notch4	JAG1	Jag1	Notch4					cellphonedb_PMID:22353464		Jag1_Notc4
JAG1_NOTCH1	JAG1_NOTCH1	JAG1	Jag1	Notch1					celltalkdb_10551863,7697721		Jag1_Notch1
JAG1_NOTCH2	JAG1_NOTCH2	JAG1	Jag1	Notch2					celltalkdb_10551863		Jag1_Notch2
JAG1_NOTCH3	JAG1_NOTCH3	JAG1	Jag1	Notch3					celltalkdb_10551863,7697721,22353464		Jag1_Notch3
JAG1_NOTCH4	JAG1_NOTCH4	JAG1	Jag1	Notch4					celltalkdb_29627423,10964583		Jag1_Notch4
JAG1_VASN	JAG1_VASN	JAG1	Jag1	Vasn					cellphonedb_Shilts screen - VALIDATED		Jag1_Vasn
Jag2_Notch1	Jag2_Notch1	JAG2	Jag2	Notch1					cellphonedb_PMID:22353464		Jag2_Notc1
Jag2_Notch2	Jag2_Notch2	JAG2	Jag2	Notch2					cellphonedb_PMID:22353464		Jag2_Notc2
Jag2_Notch3	Jag2_Notch3	JAG2	Jag2	Notch3					cellphonedb_PMID:22353464		Jag2_Notc3
Jag2_Notch4	Jag2_Notch4	JAG2	Jag2	Notch4					cellphonedb_PMID:22353464		Jag2_Notc4
JAG2_NOTCH1	JAG2_NOTCH1	JAG2	Jag2	Notch1					celltalkdb_11006133,16607638,16141228		Jag2_Notch1
JAG2_NOTCH2	JAG2_NOTCH2	JAG2	Jag2	Notch2					celltalkdb_10958687,22353464		Jag2_Notch2
JAG2_NOTCH3	JAG2_NOTCH3	JAG2	Jag2	Notch3					celltalkdb_17081781,11006133,22353464		Jag2_Notch3
JAG2_NOTCH4	JAG2_NOTCH4	JAG2	Jag2	Notch4					celltalkdb_22353464		Jag2_Notch4
JAG2_VASN	JAG2_VASN	JAG2	Jag2	Vasn					cellphonedb_Shilts screen - VALIDATED		Jag2_Vasn
JAM2_ITGA4	JAM2_ITGA4	JAM2	Jam2	Itga4					celltalkdb_19740376		Jam2_Itga4
JAM2_ITGB1	JAM2_ITGB1	JAM2	Jam2	Itgb1					celltalkdb_29920328,19740376		Jam2_Itgb1
JAM2_JAM3	JAM2_JAM3	JAM2	Jam2	Jam3					cellphonedb_PMC1237098;PMID:11590146		Jam2_Jam3
JAM3_ITGA4	JAM3_ITGA4	JAM3	Jam3	Itga4					celltalkdb_19740376		Jam3_Itga4
JAM3_ITGAL	JAM3_ITGAL	JAM3	Jam3	Itgal					celltalkdb_29282280		Jam3_Itgal
JAM3_ITGAM	JAM3_ITGAM	JAM3	Jam3	Itgam					celltalkdb_12208882		Jam3_Itgam
JAM3_ITGB1	JAM3_ITGB1	JAM3	Jam3	Itgb1					celltalkdb_17099249		Jam3_Itgb1
JAM3_ITGB2	JAM3_ITGB2	JAM3	Jam3	Itgb2					celltalkdb_15485832		Jam3_Itgb2
JAM3_JAM3	JAM3_JAM3	JAM3	Jam3	Jam3					cellphonedb_PMID:16118203		Jam3_Jam3
KI2LA_PVR	KI2LA_PVR	Kir2dl5a	Kir2dl5a	Pvr					cellphonedb_Shilts screen - VALIDATED		Ki2la_Pvr
Kiss1_Kiss1r	Kiss1_Kiss1r	KISS1	Kiss1	Kiss1r					cellphonedb_uniprot;reactome;IUPHAR		Kiss1_Kissr
KITL_EPOR	KITL_EPOR	KITL	Kitl	Epor					celltalkdb_11042182		Kitl_Epor
KITL_KIT	KITL_KIT	KITL	Kitl	Kit					celltalkdb_1698556		Kitl_Kit
Klrb1_Clec2d	Klrb1_Clec2d	KLRB1	Klrb1	Clec2d					cellphonedb_Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577		Klrb1_Clc2d
Kng1_Bdkrb1	Kng1_Bdkrb1	KNG1	Kng1	Bdkrb1					cellphonedb_uniprot;reactome		Kng1_Bkrb1
Kng1_Bdkrb2	Kng1_Bdkrb2	KNG1	Kng1	Bdkrb2					cellphonedb_uniprot;reactome		Kng1_Bkrb2
Kng1_Rxfp4	Kng1_Rxfp4	KNG1	Kng1	Rxfp4					cellphonedb_uniprot		Kng1_Rl3r2
L1CAM_CNTN1	L1CAM_CNTN1	L1CAM	L1cam	Cntn1					celltalkdb_27871938,17189949		L1cam_Cntn1
L1CAM_ERBB2	L1CAM_ERBB2	L1CAM	L1cam	Erbb2					celltalkdb_22815787		L1cam_Erbb2
L1CAM_ERBB3	L1CAM_ERBB3	L1CAM	L1cam	Erbb3					celltalkdb_22815787		L1cam_Erbb3
L1CAM_ITGA5	L1CAM_ITGA5	L1CAM	L1cam	Itga5					celltalkdb_8557754		L1cam_Itga5
L1CAM_ITGAV	L1CAM_ITGAV	L1CAM	L1cam	Itgav					celltalkdb_11706054		L1cam_Itgav
L1CAM_ITGB1	L1CAM_ITGB1	L1CAM	L1cam	Itgb1					celltalkdb_8557754,12077189		L1cam_Itgb1
L1CAM_ITGB3	L1CAM_ITGB3	L1CAM	L1cam	Itgb3					celltalkdb_8636223		L1cam_Itgb3
L1CAM_L1CAM	L1CAM_L1CAM	L1CAM	L1cam	L1cam					cellphonedb_PMID:18701456		L1cam_L1cam
L1CAM_NRP1	L1CAM_NRP1	L1CAM	L1cam	Nrp1					celltalkdb_12456642		L1cam_Nrp1
Lair1_Lilrb4	Lair1_Lilrb4	LAIR1	Lair1	Lilrb4					cellphonedb_PMID:19283782		Lair1_Lirb4
LAMA1_ITGA1	LAMA1_ITGA1	LAMA1	Lama1	Itga1					celltalkdb_9688542		Lama1_Itga1
LAMA1_ITGA2	LAMA1_ITGA2	LAMA1	Lama1	Itga2					celltalkdb_9688542		Lama1_Itga2
LAMA1_ITGA7	LAMA1_ITGA7	LAMA1	Lama1	Itga7					celltalkdb_11278916		Lama1_Itga7
LAMA1_ITGB1	LAMA1_ITGB1	LAMA1	Lama1	Itgb1					celltalkdb_11278916		Lama1_Itgb1
LAMA1_ITGB4	LAMA1_ITGB4	LAMA1	Lama1	Itgb4					celltalkdb_10842354		Lama1_Itgb4
Lama2_Adgrg6	Lama2_Adgrg6	LAMA2	Lama2	Adgrg6					cellphonedb_uniprot;reactome;IUPHAR		Lama2_Agrg6
LAMA2_ITGA2	LAMA2_ITGA2	LAMA2	Lama2	Itga2					celltalkdb_9688542		Lama2_Itga2
LAMA2_ITGA7	LAMA2_ITGA7	LAMA2	Lama2	Itga7					celltalkdb_11278916		Lama2_Itga7
LAMA2_ITGB1	LAMA2_ITGB1	LAMA2	Lama2	Itgb1					celltalkdb_11278916		Lama2_Itgb1
LAMA2_ITGB4	LAMA2_ITGB4	LAMA2	Lama2	Itgb4					celltalkdb_9118224		Lama2_Itgb4
LAMA3_ITGB4	LAMA3_ITGB4	LAMA3	Lama3	Itgb4					celltalkdb_9118224		Lama3_Itgb4
LAMA4_ITGB1	LAMA4_ITGB1	LAMA4	Lama4	Itgb1					celltalkdb_31677479		Lama4_Itgb1
LAMA5_BCAM	LAMA5_BCAM	LAMA5	Lama5	Bcam					celltalkdb_12244066		Lama5_Bcam
LAMA5_ITGB4	LAMA5_ITGB4	LAMA5	Lama5	Itgb4					celltalkdb_19087978,18973515,16365040		Lama5_Itgb4
LAMB1_ITGA6	LAMB1_ITGA6	LAMB1	Lamb1	Itga6					celltalkdb_10842354		Lamb1_Itga6
LAMB1_ITGB1	LAMB1_ITGB1	LAMB1	Lamb1	Itgb1					celltalkdb_10842354		Lamb1_Itgb1
LAMC2_ITGA3	LAMC2_ITGA3	LAMC2	Lamc2	Itga3					celltalkdb_10842354		Lamc2_Itga3
LAMC2_ITGA6	LAMC2_ITGA6	LAMC2	Lamc2	Itga6					celltalkdb_10842354		Lamc2_Itga6
LAMC2_ITGB1	LAMC2_ITGB1	LAMC2	Lamc2	Itgb1					celltalkdb_10842354		Lamc2_Itgb1
LAMC2_ITGB4	LAMC2_ITGB4	LAMC2	Lamc2	Itgb4					celltalkdb_10842354		Lamc2_Itgb4
LCN2_LRP2	LCN2_LRP2	LCN2	Lcn2	Lrp2					celltalkdb_16718606		Lcn2_Lrp2
LCN2_SLC22A17	LCN2_SLC22A17	LCN2	Lcn2	Slc22a17					celltalkdb_28249896,26635366		Lcn2_Slc22a17
LEFTY1_ACVR1	LEFTY1_ACVR1	LEFTY1	Lefty1	Acvr1					celltalkdb_15531373		Lefty1_Acvr1
LEFTY1_ACVR1B	LEFTY1_ACVR1B	LEFTY1	Lefty1	Acvr1b					celltalkdb_11952836		Lefty1_Acvr1b
LEFTY1_ACVR2A	LEFTY1_ACVR2A	LEFTY1	Lefty1	Acvr2a					celltalkdb_11952836		Lefty1_Acvr2a
LEFTY1_ACVR2B	LEFTY1_ACVR2B	LEFTY1	Lefty1	Acvr2b					celltalkdb_11952836		Lefty1_Acvr2b
LEFTY2_ACVR1B	LEFTY2_ACVR1B	LEFTY2	Lefty2	Acvr1b					celltalkdb_11952836		Lefty2_Acvr1b
LEFTY2_ACVR2A	LEFTY2_ACVR2A	LEFTY2	Lefty2	Acvr2a					celltalkdb_11952836		Lefty2_Acvr2a
LEFTY2_ACVR2B	LEFTY2_ACVR2B	LEFTY2	Lefty2	Acvr2b					celltalkdb_11952836		Lefty2_Acvr2b
LEG3_MERTK	LEG3_MERTK	Lgals3	Lgals3	Mertk					cellphonedb_uniprot		Leg3_Mertk
Lgals9_Havcr2	Lgals9_Havcr2	Lgals9	Lgals9	Havcr2					cellphonedb_PMID:27192565;Uniprot		Leg9_Havr2
Lgals9_P4hb	Lgals9_P4hb	Lgals9	Lgals9	P4hb					cellphonedb_PMID:21670307;uniprot		Leg9_Pdia1
LEP_LEPR	LEP_LEPR	LEP	Lep	Lepr					celltalkdb_9344648, cellphonedb_uniprot		Lep_Lepr
LEP_LEPROT	LEP_LEPROT	LEP	Lep	Leprot					celltalkdb_25063754		Lep_Leprot
LEP_LRP2	LEP_LRP2	LEP	Lep	Lrp2					celltalkdb_15131016		Lep_Lrp2
Spn_Siglec1	Spn_Siglec1	Spn	Spn	Siglec1					cellphonedb_PMID:11238599		Leuk_Sn
LFA3_CD2	LFA3_CD2	Cd58	Cd58	Cd2					cellphonedb_Reviewed_in_PMID:23602662		Lfa3_Cd2
LFTY1_TDGF1	LFTY1_TDGF1	Lefty1	Lefty1	Tdgf1					cellphonedb_PMID:22710174		Lfty1_Tdgf1
LFTY2_TDGF1	LFTY2_TDGF1	Lefty2	Lefty2	Tdgf1					cellphonedb_PMID:22710174		Lfty2_Tdgf1
LGALS3BP_ITGB1	LGALS3BP_ITGB1	LGALS3BP	Lgals3bp	Itgb1					celltalkdb_9501082		Lgals3bp_Itgb1
LGALS3_IL13RA2	LGALS3_IL13RA2	LGALS3	Lgals3	Il13ra2					celltalkdb_29427412		Lgals3_Il13ra2
LGALS3_ITGA3	LGALS3_ITGA3	LGALS3	Lgals3	Itga3					celltalkdb_28893801		Lgals3_Itga3
LGALS3_ITGB1	LGALS3_ITGB1	LGALS3	Lgals3	Itgb1					celltalkdb_29549127,9501082		Lgals3_Itgb1
LGALS3_ITGB3	LGALS3_ITGB3	LGALS3	Lgals3	Itgb3					celltalkdb_28893801		Lgals3_Itgb3
LGALS3_ITGB4	LGALS3_ITGB4	LGALS3	Lgals3	Itgb4					celltalkdb_29549127		Lgals3_Itgb4
LGALS3_MAG	LGALS3_MAG	LGALS3	Lgals3	Mag					celltalkdb_7539053		Lgals3_Mag
LGALS3_MERTK	LGALS3_MERTK	LGALS3	Lgals3	Mertk					celltalkdb_28500071		Lgals3_Mertk
LGALS8_ITGA3	LGALS8_ITGA3	LGALS8	Lgals8	Itga3					celltalkdb_10852818		Lgals8_Itga3
LGALS9_CD40	LGALS9_CD40	LGALS9	Lgals9	Cd40					celltalkdb_22685601		Lgals9_Cd40
LGALS9_CLEC7A	LGALS9_CLEC7A	LGALS9	Lgals9	Clec7a					celltalkdb_28394331		Lgals9_Clec7a
LGALS9_HAVCR2	LGALS9_HAVCR2	LGALS9	Lgals9	Havcr2					celltalkdb_16286920,27192565		Lgals9_Havcr2
LHB_LHCGR	LHB_LHCGR	LHB	Lhb	Lhcgr					celltalkdb_16467256,27177499,29111305		Lhb_Lhcgr
LIF_IL6ST	LIF_IL6ST	LIF	Lif	Il6st					celltalkdb_9716487,26187859		Lif_Il6st
LIF_LIFR	LIF_LIFR	LIF	Lif	Lifr					celltalkdb_11730732		Lif_Lifr
LIN7C_ABCA1	LIN7C_ABCA1	LIN7C	Lin7c	Abca1					celltalkdb_16192275		Lin7c_Abca1
LIN7C_HTR2C	LIN7C_HTR2C	LIN7C	Lin7c	Htr2c					celltalkdb_12006486		Lin7c_Htr2c
LIPC_LDLR	LIPC_LDLR	LIPC	Lipc	Ldlr					celltalkdb_16384559		Lipc_Ldlr
LIPC_LRP1	LIPC_LRP1	LIPC	Lipc	Lrp1					celltalkdb_9716487,8725146		Lipc_Lrp1
LIPC_SCARB1	LIPC_SCARB1	LIPC	Lipc	Scarb1					celltalkdb_10393214,9831632		Lipc_Scarb1
LIPH_LPAR1	LIPH_LPAR1	LIPH	Liph	Lpar1					celltalkdb_9716487		Liph_Lpar1
LMAN1_MCFD2	LMAN1_MCFD2	LMAN1	Lman1	Mcfd2					celltalkdb_23852824		Lman1_Mcfd2
LNX2_CD8A	LNX2_CD8A	LNX2	Lnx2	Cd8a					celltalkdb_22045731		Lnx2_Cd8a
LNX2_CXADR	LNX2_CXADR	LNX2	Lnx2	Cxadr					celltalkdb_16410001		Lnx2_Cxadr
Lpar1_Adgre5	Lpar1_Adgre5	LPAR1	Lpar1	Adgre5					cellphonedb_uniprot;reactome;IUPHAR		Lpar1_Cd97
Lpar2_Adgre5	Lpar2_Adgre5	LPAR2	Lpar2	Adgre5					cellphonedb_uniprot;reactome;IUPHAR		Lpar2_Cd97
Lpar3_Adgre5	Lpar3_Adgre5	LPAR3	Lpar3	Adgre5					cellphonedb_uniprot;reactome;IUPHAR		Lpar3_Cd97
LRIG1_EGFR	LRIG1_EGFR	LRIG1	Lrig1	Egfr					celltalkdb_23581227,24665737		Lrig1_Egfr
Lhb_Lhcgr	Lhb_Lhcgr	Lhb	Lhb	Lhcgr					cellphonedb_uniprot;reactome;IUPHAR		Lshb_Lshr
LTA_LTBR	LTA_LTBR	LTA	Lta	Ltbr					celltalkdb_9625757,8171323		Lta_Ltbr
LTA_TNFRSF14	LTA_TNFRSF14	LTA	Lta	Tnfrsf14					celltalkdb_9462508,11164894		Lta_Tnfrsf14
LTA_TNFRSF1A	LTA_TNFRSF1A	LTA	Lta	Tnfrsf1a					celltalkdb_8171323		Lta_Tnfrsf1a
LTA_TNFRSF1B	LTA_TNFRSF1B	LTA	Lta	Tnfrsf1b					celltalkdb_8171323		Lta_Tnfrsf1b
LTB_CD40	LTB_CD40	LTB	Ltb	Cd40					celltalkdb_17633021		Ltb_Cd40
LTB_LTBR	LTB_LTBR	LTB	Ltb	Ltbr					celltalkdb_7594541,9317127		Ltb_Ltbr
LTB_TNFRSF1A	LTB_TNFRSF1A	LTB	Ltb	Tnfrsf1a					celltalkdb_10358762		Ltb_Tnfrsf1a
Sele_Glg1	Sele_Glg1	Sele	Sele	Glg1					cellphonedb_PMID:11404363		Lyam2_Gslg1
LYPD3_AGR2	LYPD3_AGR2	LYPD3	Lypd3	Agr2					celltalkdb_25646014		Lypd3_Agr2
MADCAM1_ITGA4	MADCAM1_ITGA4	MADCAM1	Madcam1	Itga4					celltalkdb_23297416		Madcam1_Itga4
MADCAM1_ITGB7	MADCAM1_ITGB7	MADCAM1	Madcam1	Itgb7					celltalkdb_9233649		Madcam1_Itgb7
MCH_MCHR1	MCH_MCHR1	Pmch	Pmch	Mchr1					cellphonedb_reactome		Mch_Mchr1
MCH_MCHR2	MCH_MCHR2	Pmch	Pmch	Mchr2					cellphonedb_reactome		Mch_Mchr2
MDK_ALK	MDK_ALK	MDK	Mdk	Alk					celltalkdb_24125182		Mdk_Alk
MDK_ITGB1	MDK_ITGB1	MDK	Mdk	Itgb1					celltalkdb_21185956		Mdk_Itgb1
MDK_LRP1	MDK_LRP1	MDK	Mdk	Lrp1					celltalkdb_10772929		Mdk_Lrp1
MDK_LRP6	MDK_LRP6	MDK	Mdk	Lrp6					celltalkdb_21185956		Mdk_Lrp6
MDK_PTPRZ1	MDK_PTPRZ1	MDK	Mdk	Ptprz1					celltalkdb_21185956		Mdk_Ptprz1
MFAP2_NOTCH1	MFAP2_NOTCH1	MFAP2	Mfap2	Notch1					celltalkdb_16492672		Mfap2_Notch1
MFAP5_NOTCH1	MFAP5_NOTCH1	MFAP5	Mfap5	Notch1					celltalkdb_16492672		Mfap5_Notch1
MFGE8_ITGAV	MFGE8_ITGAV	MFGE8	Mfge8	Itgav					celltalkdb_19240116		Mfge8_Itgav
MFGE8_ITGB1	MFGE8_ITGB1	MFGE8	Mfge8	Itgb1					celltalkdb_27092791		Mfge8_Itgb1
MFGE8_ITGB3	MFGE8_ITGB3	MFGE8	Mfge8	Itgb3					celltalkdb_17620600,27956229		Mfge8_Itgb3
MFGE8_ITGB5	MFGE8_ITGB5	MFGE8	Mfge8	Itgb5					celltalkdb_17620600,14697347,24441829		Mfge8_Itgb5
MFGE8_PDGFRB	MFGE8_PDGFRB	MFGE8	Mfge8	Pdgfrb					celltalkdb_21868707		Mfge8_Pdgfrb
MFNG_NOTCH1	MFNG_NOTCH1	MFNG	Mfng	Notch1					celltalkdb_12486116		Mfng_Notch1
MIF_ACKR3	MIF_ACKR3	MIF	Mif	Ackr3					celltalkdb_30682543		Mif_Ackr3
MIF_CD44	MIF_CD44	MIF	Mif	Cd44					celltalkdb_30682543		Mif_Cd44
MIF_CD74	MIF_CD74	MIF	Mif	Cd74					celltalkdb_30682543,24760155,22014447		Mif_Cd74
MIF_CXCR2	MIF_CXCR2	MIF	Mif	Cxcr2					celltalkdb_30682543		Mif_Cxcr2
MIF_CXCR4	MIF_CXCR4	MIF	Mif	Cxcr4					celltalkdb_24760155		Mif_Cxcr4
MK_ALK	MK_ALK	Mdk	Mdk	Alk					cellphonedb_uniprot		Mk_Alk
Mdk_Ptprz1	Mdk_Ptprz1	Mdk	Mdk	Ptprz1					cellphonedb_PMID:10212223		Mk_Ptprz
MMP12_PLAUR	MMP12_PLAUR	MMP12	Mmp12	Plaur					celltalkdb_11342439		Mmp12_Plaur
MMP13_LRP1	MMP13_LRP1	MMP13	Mmp13	Lrp1					celltalkdb_10514495		Mmp13_Lrp1
MMP14_FLT1	MMP14_FLT1	MMP14	Mmp14	Flt1					celltalkdb_27327585,26284550		Mmp14_Flt1
MMP2_ITGAV	MMP2_ITGAV	MMP2	Mmp2	Itgav					celltalkdb_11134507,11456699		Mmp2_Itgav
MMP2_ITGB1	MMP2_ITGB1	MMP2	Mmp2	Itgb1					celltalkdb_24611815,22349830		Mmp2_Itgb1
MMP2_ITGB3	MMP2_ITGB3	MMP2	Mmp2	Itgb3					celltalkdb_11134507		Mmp2_Itgb3
MMP2_SDC2	MMP2_SDC2	MMP2	Mmp2	Sdc2					celltalkdb_17623663		Mmp2_Sdc2
MMP7_CD44	MMP7_CD44	MMP7	Mmp7	Cd44					celltalkdb_11825873,11825873		Mmp7_Cd44
MMP9_CD44	MMP9_CD44	MMP9	Mmp9	Cd44					celltalkdb_16357164,10652271,9887098,9582779		Mmp9_Cd44
MMP9_EPHB2	MMP9_EPHB2	MMP9	Mmp9	Ephb2					celltalkdb_18713744		Mmp9_Ephb2
MMP9_ITGB2	MMP9_ITGB2	MMP9	Mmp9	Itgb2					celltalkdb_19116209		Mmp9_Itgb2
MMP9_LRP1	MMP9_LRP1	MMP9	Mmp9	Lrp1					celltalkdb_25879213,26781079,18987193		Mmp9_Lrp1
MMP9_TLR4	MMP9_TLR4	MMP9	Mmp9	Tlr4					celltalkdb_23827939,21873432		Mmp9_Tlr4
MMP9_TLR9	MMP9_TLR9	MMP9	Mmp9	Tlr9					celltalkdb_23827939		Mmp9_Tlr9
Mln_Mlnr	Mln_Mlnr	Mln	Mln	Mlnr					cellphonedb_reactome;uniprot		Moti_Mtlr
MPZL1_MPZL1	MPZL1_MPZL1	MPZL1	Mpzl1	Mpzl1					cellphonedb_Shilts screen - VALIDATED		Mpzl1_Mpzl1
MST1_MST1R	MST1_MST1R	MST1	Mst1	Mst1r					celltalkdb_11593422		Mst1_Mst1r
MSTN_ACVR1B	MSTN_ACVR1B	MSTN	Mstn	Acvr1b					celltalkdb_27733450,14517293,19644449		Mstn_Acvr1b
MSTN_ACVR2A	MSTN_ACVR2A	MSTN	Mstn	Acvr2a					celltalkdb_11459935		Mstn_Acvr2a
MSTN_ACVR2B	MSTN_ACVR2B	MSTN	Mstn	Acvr2b					celltalkdb_20385559		Mstn_Acvr2b
MSTN_TGFBR1	MSTN_TGFBR1	MSTN	Mstn	Tgfbr1					celltalkdb_14517293,19644449		Mstn_Tgfbr1
NCAM1_FGFR1	NCAM1_FGFR1	NCAM1	Ncam1	Fgfr1					celltalkdb_12791257, cellphonedb_PMID:12791257		Ncam1_Fgfr1
NCHL1_L1CAM	NCHL1_L1CAM	Chl1	Chl1	L1cam					cellphonedb_Shilts screen - VALIDATED		Nchl1_L1cam
Chl1_Chl1	Chl1_Chl1	Chl1	Chl1	Chl1					cellphonedb_Shilts screen - VALIDATED		Nchl1_Nchl1
NELL2_ROBO3	NELL2_ROBO3	NELL2	Nell2	Robo3					cellphonedb_reactome		Nell2_Robo3
NET1_DCC	NET1_DCC	NET1	Net1	Dcc					cellphonedb_uniprot		Net1_Dcc
NET1_DSCAM	NET1_DSCAM	NET1	Net1	Dscam					cellphonedb_uniprot		Net1_Dscam
NET1_UNC5A	NET1_UNC5A	NET1	Net1	Unc5a					cellphonedb_uniprot		Net1_Unc5a
NET1_UNC5B	NET1_UNC5B	NET1	Net1	Unc5b					cellphonedb_uniprot		Net1_Unc5b
NET1_UNC5C	NET1_UNC5C	NET1	Net1	Unc5c					cellphonedb_uniprot		Net1_Unc5c
NET4_NTRK2	NET4_NTRK2	Ntn4	Ntn4	Ntrk2					cellphonedb_uniprot		Net4_Ntrk2
NET4_UNC5B	NET4_UNC5B	Ntn4	Ntn4	Unc5b					cellphonedb_uniprot		Net4_Unc5b
NET4_UNC5D	NET4_UNC5D	Ntn4	Ntn4	Unc5d					cellphonedb_uniprot		Net4_Unc5d
