"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"ADCYAP1_ADCYAP1R11","ADCYAP1_ADCYAP1R1","ADCYAP1","ADCYAP1","ADCYAP1R1",NA,NA,NA,NA,"celltalkdb_10100920",NA,"ADCYAP1_ADCYAP1R1"
"ADCYAP1_ADRB2","ADCYAP1_ADRB2","ADCYAP1","ADCYAP1","ADRB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADCYAP1_ADRB2"
"ADCYAP1_ADRB3","ADCYAP1_ADRB3","ADCYAP1","ADCYAP1","ADRB3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADCYAP1_ADRB3"
"ADCYAP1_DPP4","ADCYAP1_DPP4","ADCYAP1","ADCYAP1","DPP4",NA,NA,NA,NA,"celltalkdb_29451201,16406202",NA,"ADCYAP1_DPP4"
"ADCYAP1_GPR20","ADCYAP1_GPR20","ADCYAP1","ADCYAP1","GPR20",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADCYAP1_GPR20"
"ADCYAP1_GPR84","ADCYAP1_GPR84","ADCYAP1","ADCYAP1","GPR84",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADCYAP1_GPR84"
"ADCYAP1_PTH1R","ADCYAP1_PTH1R","ADCYAP1","ADCYAP1","PTH1R",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADCYAP1_PTH1R"
"ADCYAP1_RAMP2","ADCYAP1_RAMP2","ADCYAP1","ADCYAP1","RAMP2",NA,NA,NA,NA,"celltalkdb_23745705",NA,"ADCYAP1_RAMP2"
"ADCYAP1_RAMP3","ADCYAP1_RAMP3","ADCYAP1","ADCYAP1","RAMP3",NA,NA,NA,NA,"celltalkdb_23745705",NA,"ADCYAP1_RAMP3"
"ADCYAP1_SCTR","ADCYAP1_SCTR","ADCYAP1","ADCYAP1","SCTR",NA,NA,NA,NA,"celltalkdb_1335692",NA,"ADCYAP1_SCTR"
"ADCYAP1_TSHR","ADCYAP1_TSHR","ADCYAP1","ADCYAP1","TSHR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADCYAP1_TSHR"
"ADCYAP1_VIPR1","ADCYAP1_VIPR1","ADCYAP1","ADCYAP1","VIPR1",NA,NA,NA,NA,"celltalkdb_11897681",NA,"ADCYAP1_VIPR1"
"ADCYAP1_VIPR2","ADCYAP1_VIPR2","ADCYAP1","ADCYAP1","VIPR2",NA,NA,NA,NA,"celltalkdb_9928018",NA,"ADCYAP1_VIPR2"
"ADIPOQ_ADIPOR11","ADIPOQ_ADIPOR1","ADIPOQ","ADIPOQ","ADIPOR1",NA,NA,NA,NA,"celltalkdb_12802337",NA,"ADIPOQ_ADIPOR1"
"ADIPOQ_ADIPOR21","ADIPOQ_ADIPOR2","ADIPOQ","ADIPOQ","ADIPOR2",NA,NA,NA,NA,"celltalkdb_12802337",NA,"ADIPOQ_ADIPOR2"
"ADIPOQ_CNR2","ADIPOQ_CNR2","ADIPOQ","ADIPOQ","CNR2",NA,NA,NA,NA,"celltalkdb_32103204",NA,"ADIPOQ_CNR2"
"ADIPOQ_GPR42","ADIPOQ_GPR42","ADIPOQ","ADIPOQ","GPR42",NA,NA,NA,NA,"celltalkdb_32103204",NA,"ADIPOQ_GPR42"
"ADM2_ADCYAP1R1","ADM2_ADCYAP1R1","ADM2","ADM2","ADCYAP1R1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_ADCYAP1R1"
"ADM2_ADRB2","ADM2_ADRB2","ADM2","ADM2","ADRB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_ADRB2"
"ADM2_ADRB3","ADM2_ADRB3","ADM2","ADM2","ADRB3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_ADRB3"
"ADM2_CALCR","ADM2_CALCR","ADM2","ADM2","CALCR",NA,NA,NA,NA,"celltalkdb_15692146",NA,"ADM2_CALCR"
"ADM2_CALCRL","ADM2_CALCRL","ADM2","ADM2","CALCRL",NA,NA,NA,NA,"celltalkdb_14615490",NA,"ADM2_CALCRL"
"ADM2_GPR20","ADM2_GPR20","ADM2","ADM2","GPR20",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_GPR20"
"ADM2_GPR84","ADM2_GPR84","ADM2","ADM2","GPR84",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_GPR84"
"ADM2_PTH1R","ADM2_PTH1R","ADM2","ADM2","PTH1R",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_PTH1R"
"ADM2_RAMP1","ADM2_RAMP1","ADM2","ADM2","RAMP1",NA,NA,NA,NA,"celltalkdb_12684503",NA,"ADM2_RAMP1"
"ADM2_RAMP2","ADM2_RAMP2","ADM2","ADM2","RAMP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_RAMP2"
"ADM2_RAMP3","ADM2_RAMP3","ADM2","ADM2","RAMP3",NA,NA,NA,NA,"celltalkdb_27013657",NA,"ADM2_RAMP3"
"ADM2_TSHR","ADM2_TSHR","ADM2","ADM2","TSHR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_TSHR"
"ADM2_VIPR1","ADM2_VIPR1","ADM2","ADM2","VIPR1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM2_VIPR1"
"ADML_RAMP3","ADML_RAMP3","ADM","ADM","RAMP3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"ADML_RAMP3"
"ADM_ADCYAP1R1","ADM_ADCYAP1R1","ADM","ADM","ADCYAP1R1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_ADCYAP1R1"
"ADM_ADRB2","ADM_ADRB2","ADM","ADM","ADRB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_ADRB2"
"ADM_ADRB3","ADM_ADRB3","ADM","ADM","ADRB3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_ADRB3"
"ADM_CALCR1","ADM_CALCR","ADM","ADM","CALCR",NA,NA,NA,NA,"celltalkdb_10781016",NA,"ADM_CALCR"
"ADM_CALCRL1","ADM_CALCRL","ADM","ADM","CALCRL",NA,NA,NA,NA,"celltalkdb_9620797",NA,"ADM_CALCRL"
"ADM_GPR182","ADM_GPR182","ADM","ADM","GPR182",NA,NA,NA,NA,"celltalkdb_7592696",NA,"ADM_GPR182"
"ADM_GPR20","ADM_GPR20","ADM","ADM","GPR20",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_GPR20"
"ADM_GPR84","ADM_GPR84","ADM","ADM","GPR84",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_GPR84"
"ADM_PTH1R","ADM_PTH1R","ADM","ADM","PTH1R",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_PTH1R"
"ADM_RAMP1","ADM_RAMP1","ADM","ADM","RAMP1",NA,NA,NA,NA,"celltalkdb_15361343",NA,"ADM_RAMP1"
"ADM_RAMP2","ADM_RAMP2","ADM","ADM","RAMP2",NA,NA,NA,NA,"celltalkdb_9620797",NA,"ADM_RAMP2"
"ADM_RAMP3","ADM_RAMP3","ADM","ADM","RAMP3",NA,NA,NA,NA,"celltalkdb_14712479",NA,"ADM_RAMP3"
"ADM_TSHR","ADM_TSHR","ADM","ADM","TSHR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_TSHR"
"ADM_VIPR1","ADM_VIPR1","ADM","ADM","VIPR1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ADM_VIPR1"
"AFDN_EPHA7","AFDN_EPHA7","AFDN","AFDN","EPHA7",NA,NA,NA,NA,"celltalkdb_9707552",NA,"AFDN_EPHA7"
"AFDN_EPHB2","AFDN_EPHB2","AFDN","AFDN","EPHB2",NA,NA,NA,NA,"celltalkdb_9707552",NA,"AFDN_EPHB2"
"AFDN_EPHB3","AFDN_EPHB3","AFDN","AFDN","EPHB3",NA,NA,NA,NA,"celltalkdb_9707552",NA,"AFDN_EPHB3"
"AFDN_EPHB6","AFDN_EPHB6","AFDN","AFDN","EPHB6",NA,NA,NA,NA,"celltalkdb_9707552",NA,"AFDN_EPHB6"
"AFDN_F11R","AFDN_F11R","AFDN","AFDN","F11R",NA,NA,NA,NA,"celltalkdb_10856295",NA,"AFDN_F11R"
"AFDN_NECTIN1","AFDN_NECTIN1","AFDN","AFDN","NECTIN1",NA,NA,NA,NA,"celltalkdb_10225955",NA,"AFDN_NECTIN1"
"AFDN_NECTIN2","AFDN_NECTIN2","AFDN","AFDN","NECTIN2",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"AFDN_NECTIN2"
"AFDN_NECTIN3","AFDN_NECTIN3","AFDN","AFDN","NECTIN3",NA,NA,NA,NA,"celltalkdb_25263091",NA,"AFDN_NECTIN3"
"AFDN_NECTIN4","AFDN_NECTIN4","AFDN","AFDN","NECTIN4",NA,NA,NA,NA,"celltalkdb_25926640",NA,"AFDN_NECTIN4"
"AFDN_NRXN2","AFDN_NRXN2","AFDN","AFDN","NRXN2",NA,NA,NA,NA,"celltalkdb_9707552",NA,"AFDN_NRXN2"
"AFDN_NRXN3","AFDN_NRXN3","AFDN","AFDN","NRXN3",NA,NA,NA,NA,"celltalkdb_9707552",NA,"AFDN_NRXN3"
"AGRIN_NCAM1","AGRIN_NCAM1","AGRN","AGRN","NCAM1",NA,NA,NA,NA,"cellphonedb_reactome",NA,"AGRIN_NCAM1"
"AGRIN_PTPRS","AGRIN_PTPRS","AGRN","AGRN","PTPRS",NA,NA,NA,NA,"cellphonedb_reactome",NA,"AGRIN_PTPRS"
"AGRN_ATP1A3","AGRN_ATP1A3","AGRN","AGRN","ATP1A3",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"AGRN_ATP1A3"
"AGRN_ITGB1","AGRN_ITGB1","AGRN","AGRN","ITGB1",NA,NA,NA,NA,"celltalkdb_9367446",NA,"AGRN_ITGB1"
"AGRN_LRP1","AGRN_LRP1","AGRN","AGRN","LRP1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"AGRN_LRP1"
"AGRN_LRP2","AGRN_LRP2","AGRN","AGRN","LRP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"AGRN_LRP2"
"AGRN_LRP4","AGRN_LRP4","AGRN","AGRN","LRP4",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"AGRN_LRP4"
"AGRN_MUSK","AGRN_MUSK","AGRN","AGRN","MUSK",NA,NA,NA,NA,"celltalkdb_8653787",NA,"AGRN_MUSK"
"AGRP_MC2R","AGRP_MC2R","AGRP","AGRP","MC2R",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"AGRP_ACTHR"
"AGRP_MC3R","AGRP_MC3R","AGRP","AGRP","MC3R",NA,NA,NA,NA,"celltalkdb_9311920, cellphonedb_uniprot",NA,"AGRP_MC3R"
"AGRP_MC4R","AGRP_MC4R","AGRP","AGRP","MC4R",NA,NA,NA,NA,"celltalkdb_9311920, cellphonedb_uniprot",NA,"AGRP_MC4R"
"AGRP_MC5R","AGRP_MC5R","AGRP","AGRP","MC5R",NA,NA,NA,NA,"celltalkdb_9892020, cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"AGRP_MC5R"
"AGRP_SDC3","AGRP_SDC3","AGRP","AGRP","SDC3",NA,NA,NA,NA,"celltalkdb_11461706",NA,"AGRP_SDC3"
"AGTRAP_RACK1","AGTRAP_RACK1","AGTRAP","AGTRAP","RACK1",NA,NA,NA,NA,"celltalkdb_11733189",NA,"AGTRAP_RACK1"
"AGT_ADRA2A","AGT_ADRA2A","AGT","AGT","ADRA2A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"AGT_ADRA2A"
"AGT_AGTR1","AGT_AGTR1","AGT","AGT","AGTR1",NA,NA,NA,NA,"celltalkdb_10993080",NA,"AGT_AGTR1"
"AGT_AGTR2","AGT_AGTR2","AGT","AGT","AGTR2",NA,NA,NA,NA,"celltalkdb_17138938",NA,"AGT_AGTR2"
"AGT_ENPEP","AGT_ENPEP","AGT","AGT","ENPEP",NA,NA,NA,NA,"celltalkdb_29900035",NA,"AGT_ENPEP"
"AGT_GRM7","AGT_GRM7","AGT","AGT","GRM7",NA,NA,NA,NA,"celltalkdb_32196115",NA,"AGT_GRM7"
"AGT_LRP2","AGT_LRP2","AGT","AGT","LRP2",NA,NA,NA,NA,"celltalkdb_15467006",NA,"AGT_LRP2"
"AGT_MAS11","AGT_MAS1","AGT","AGT","MAS1",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"AGT_MAS1"
"AGT_MTNR1A","AGT_MTNR1A","AGT","AGT","MTNR1A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"AGT_MTNR1A"
"AHSG_INSR","AHSG_INSR","AHSG","AHSG","INSR",NA,NA,NA,NA,"celltalkdb_7906861",NA,"AHSG_INSR"
"ALB_LRP2","ALB_LRP2","ALB","ALB","LRP2",NA,NA,NA,NA,"celltalkdb_11158855",NA,"ALB_LRP2"
"ALKAL1_ALK","ALKAL1_ALK","ALKAL1","ALKAL1","ALK",NA,NA,NA,NA,"celltalkdb_26418745",NA,"ALKAL1_ALK"
"ALKAL2_ALK","ALKAL2_ALK","ALKAL2","ALKAL2","ALK",NA,NA,NA,NA,"celltalkdb_26418745",NA,"ALKAL2_ALK"
"ALOX5AP_ALOX5","ALOX5AP_ALOX5","ALOX5AP","ALOX5AP","ALOX5",NA,NA,NA,NA,"celltalkdb_27592027,26396238",NA,"ALOX5AP_ALOX5"
"AMELX_LAMP1","AMELX_LAMP1","AMELX","AMELX","LAMP1",NA,NA,NA,NA,"celltalkdb_20382373",NA,"AMELX_LAMP1"
"AMH_ACVR1","AMH_ACVR1","AMH","AMH","ACVR1",NA,NA,NA,NA,"celltalkdb_14656470",NA,"AMH_ACVR1"
"AMH_AMHR2","AMH_AMHR2","AMH","AMH","AMHR2",NA,NA,NA,NA,"celltalkdb_7997230",NA,"AMH_AMHR2"
"AMH_EGFR","AMH_EGFR","AMH","AMH","EGFR",NA,NA,NA,NA,"celltalkdb_8596488",NA,"AMH_EGFR"
"AMRP_SORT","LRPAP1_SORT1","LRPAP1","LRPAP1","SORT1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"AMRP_SORT"
"ANF_ANPRA","NPPA_NPR1","NPPA","NPPA","NPR1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"ANF_ANPRA"
"ANGP1_TIE2","ANGPT1_TEK","ANGPT1","ANGPT1","TEK",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"ANGP1_TIE2"
"ANGP2_TIE2","ANGPT2_TEK","ANGPT2","ANGPT2","TEK",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"ANGP2_TIE2"
"ANGP4_TIE2","ANGPT4_TEK","ANGPT4","ANGPT4","TEK",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"ANGP4_TIE2"
"ANGPT1_ITGA5","ANGPT1_ITGA5","ANGPT1","ANGPT1","ITGA5",NA,NA,NA,NA,"celltalkdb_15781448",NA,"ANGPT1_ITGA5"
"ANGPT1_ITGB1","ANGPT1_ITGB1","ANGPT1","ANGPT1","ITGB1",NA,NA,NA,NA,"celltalkdb_15781448",NA,"ANGPT1_ITGB1"
"ANGPT1_TEK1","ANGPT1_TEK","ANGPT1","ANGPT1","TEK",NA,NA,NA,NA,"celltalkdb_8980223",NA,"ANGPT1_TEK"
"ANGPT1_TIE1","ANGPT1_TIE1","ANGPT1","ANGPT1","TIE1",NA,NA,NA,NA,"celltalkdb_11172728",NA,"ANGPT1_TIE1"
"ANGPT2_TEK1","ANGPT2_TEK","ANGPT2","ANGPT2","TEK",NA,NA,NA,NA,"celltalkdb_9204896",NA,"ANGPT2_TEK"
"ANGPT2_TIE1","ANGPT2_TIE1","ANGPT2","ANGPT2","TIE1",NA,NA,NA,NA,"celltalkdb_22342979",NA,"ANGPT2_TIE1"
"ANGPT4_TEK","ANGPT4_TEK","ANGPT4","ANGPT4","TEK",NA,NA,NA,NA,"celltalkdb_10051567",NA,"ANGPT4_TEK"
"ANGPT4_TIE1","ANGPT4_TIE1","ANGPT4","ANGPT4","TIE1",NA,NA,NA,NA,"celltalkdb_15851516",NA,"ANGPT4_TIE1"
"ANGPTL1_TEK","ANGPTL1_TEK","ANGPTL1","ANGPTL1","TEK",NA,NA,NA,NA,"celltalkdb_10051567",NA,"ANGPTL1_TEK"
"ANGPTL2_LILRB2","ANGPTL2_LILRB2","ANGPTL2","ANGPTL2","LILRB2",NA,NA,NA,NA,"celltalkdb_24899623",NA,"ANGPTL2_LILRB2"
"ANGPTL2_TIE1","ANGPTL2_TIE1","ANGPTL2","ANGPTL2","TIE1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ANGPTL2_TIE1"
"ANGPTL3_ITGA5","ANGPTL3_ITGA5","ANGPTL3","ANGPTL3","ITGA5",NA,NA,NA,NA,"celltalkdb_11877390",NA,"ANGPTL3_ITGA5"
"ANGPTL3_ITGAV","ANGPTL3_ITGAV","ANGPTL3","ANGPTL3","ITGAV",NA,NA,NA,NA,"celltalkdb_11877390",NA,"ANGPTL3_ITGAV"
"ANGPTL3_ITGB3","ANGPTL3_ITGB3","ANGPTL3","ANGPTL3","ITGB3",NA,NA,NA,NA,"celltalkdb_11877390",NA,"ANGPTL3_ITGB3"
"ANGPTL4_GPIHBP1","ANGPTL4_GPIHBP1","ANGPTL4","ANGPTL4","GPIHBP1",NA,NA,NA,NA,"celltalkdb_25809481",NA,"ANGPTL4_GPIHBP1"
"ANGPTL4_TIE1","ANGPTL4_TIE1","ANGPTL4","ANGPTL4","TIE1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ANGPTL4_TIE1"
"ANGT_AGTR1","ANGT_AGTR1","AGT","AGT","AGTR1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"ANGT_AGTR1"
"ANGT_AGTR2","ANGT_AGTR2","AGT","AGT","AGTR2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"ANGT_AGTR2"
"ANG_EGFR","ANG_EGFR","ANG","ANG","EGFR",NA,NA,NA,NA,"celltalkdb_30449278",NA,"ANG_EGFR"
"ANOS1_FGFR1","ANOS1_FGFR1","ANOS1","ANOS1","FGFR1",NA,NA,NA,NA,"celltalkdb_19696444",NA,"ANOS1_FGFR1"
"ANOS1_SDC2","ANOS1_SDC2","ANOS1","ANOS1","SDC2",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"ANOS1_SDC2"
"ANXA1_ADRA2A","ANXA1_ADRA2A","ANXA1","ANXA1","ADRA2A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ANXA1_ADRA2A"
"ANXA1_DYSF","ANXA1_DYSF","ANXA1","ANXA1","DYSF",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"ANXA1_DYSF"
"ANXA1_EGFR","ANXA1_EGFR","ANXA1","ANXA1","EGFR",NA,NA,NA,NA,"celltalkdb_15581623",NA,"ANXA1_EGFR"
"ANXA1_FPR11","ANXA1_FPR1","ANXA1","ANXA1","FPR1",NA,NA,NA,NA,"celltalkdb_10882119, cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"ANXA1_FPR1"
"ANXA1_FPR21","ANXA1_FPR2","ANXA1","ANXA1","FPR2",NA,NA,NA,NA,"celltalkdb_22610094, cellphonedb_PMID:22610094;reactome",NA,"ANXA1_FPR2"
"ANXA1_FPR3","ANXA1_FPR3","ANXA1","ANXA1","FPR3",NA,NA,NA,NA,"celltalkdb_15187149, cellphonedb_reactome",NA,"ANXA1_FPR3"
"ANXA1_GRM7","ANXA1_GRM7","ANXA1","ANXA1","GRM7",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ANXA1_GRM7"
"ANXA1_MTNR1A","ANXA1_MTNR1A","ANXA1","ANXA1","MTNR1A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"ANXA1_MTNR1A"
"APELA_APLNR1","APELA_APLNR","APELA","APELA","APLNR",NA,NA,NA,NA,"celltalkdb_28663440",NA,"APELA_APLNR"
"APEL_APJ","APLN_APLNR","APLN","APLN","APLNR",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"APEL_APJ"
"APLN_ADRA2A","APLN_ADRA2A","APLN","APLN","ADRA2A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APLN_ADRA2A"
"APLN_APLNR1","APLN_APLNR","APLN","APLN","APLNR",NA,NA,NA,NA,"celltalkdb_10617103",NA,"APLN_APLNR"
"APLN_GRM7","APLN_GRM7","APLN","APLN","GRM7",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APLN_GRM7"
"APLN_MTNR1A","APLN_MTNR1A","APLN","APLN","MTNR1A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APLN_MTNR1A"
"APLP2_PIGR","APLP2_PIGR","APLP2","APLP2","PIGR",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"APLP2_PIGR"
"APLP2_PLXNA4","APLP2_PLXNA4","APLP2","APLP2","PLXNA4",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"APLP2_PLXA4"
"APOA1_ABCA1","APOA1_ABCA1","APOA1","APOA1","ABCA1",NA,NA,NA,NA,"celltalkdb_27100352, cellphonedb_reactome",NA,"APOA1_ABCA1"
"APOA1_LDLR","APOA1_LDLR","APOA1","APOA1","LDLR",NA,NA,NA,NA,"celltalkdb_16150825",NA,"APOA1_LDLR"
"APOA1_LRP1","APOA1_LRP1","APOA1","APOA1","LRP1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA1_LRP1"
"APOA1_LRP2","APOA1_LRP2","APOA1","APOA1","LRP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA1_LRP2"
"APOA2_LDLR","APOA2_LDLR","APOA2","APOA2","LDLR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA2_LDLR"
"APOA2_LRP1","APOA2_LRP1","APOA2","APOA2","LRP1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA2_LRP1"
"APOA2_LRP2","APOA2_LRP2","APOA2","APOA2","LRP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA2_LRP2"
"APOA4_LDLR","APOA4_LDLR","APOA4","APOA4","LDLR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA4_LDLR"
"APOA4_LRP1","APOA4_LRP1","APOA4","APOA4","LRP1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA4_LRP1"
"APOA4_LRP2","APOA4_LRP2","APOA4","APOA4","LRP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOA4_LRP2"
"APOB_ADRB2","APOB_ADRB2","APOB","APOB","ADRB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_ADRB2"
"APOB_APOBR","APOB_APOBR","APOB","APOB","APOBR",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"APOB_APOBR"
"APOB_CALCR","APOB_CALCR","APOB","APOB","CALCR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_CALCR"
"APOB_ITGAM","APOB_ITGAM","APOB","APOB","ITGAM",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_ITGAM"
"APOB_ITGB2","APOB_ITGB2","APOB","APOB","ITGB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_ITGB2"
"APOB_LDLR","APOB_LDLR","APOB","APOB","LDLR",NA,NA,NA,NA,"celltalkdb_11327878",NA,"APOB_LDLR"
"APOB_LRP1","APOB_LRP1","APOB","APOB","LRP1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_LRP1"
"APOB_LRP2","APOB_LRP2","APOB","APOB","LRP2",NA,NA,NA,NA,"celltalkdb_10330424",NA,"APOB_LRP2"
"APOB_LRP6","APOB_LRP6","APOB","APOB","LRP6",NA,NA,NA,NA,"celltalkdb_22461740,22128165",NA,"APOB_LRP6"
"APOB_LRP8","APOB_LRP8","APOB","APOB","LRP8",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_LRP8"
"APOB_LSR","APOB_LSR","APOB","APOB","LSR",NA,NA,NA,NA,"celltalkdb_7615497",NA,"APOB_LSR"
"APOB_MTTP","APOB_MTTP","APOB","APOB","MTTP",NA,NA,NA,NA,"celltalkdb_29650752",NA,"APOB_MTTP"
"APOB_OLR1","APOB_OLR1","APOB","APOB","OLR1",NA,NA,NA,NA,"celltalkdb_9763524",NA,"APOB_OLR1"
"APOB_TLR4","APOB_TLR4","APOB","APOB","TLR4",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_TLR4"
"APOB_TLR6","APOB_TLR6","APOB","APOB","TLR6",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_TLR6"
"APOB_VLDLR","APOB_VLDLR","APOB","APOB","VLDLR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOB_VLDLR"
"APOC1_VLDLR","APOC1_VLDLR","APOC1","APOC1","VLDLR",NA,NA,NA,NA,"celltalkdb_11353333",NA,"APOC1_VLDLR"
"APOC2_LDLR","APOC2_LDLR","APOC2","APOC2","LDLR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOC2_LDLR"
"APOC2_LRP1","APOC2_LRP1","APOC2","APOC2","LRP1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOC2_LRP1"
"APOC2_LRP2","APOC2_LRP2","APOC2","APOC2","LRP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOC2_LRP2"
"APOC3_LDLR","APOC3_LDLR","APOC3","APOC3","LDLR",NA,NA,NA,NA,"celltalkdb_27400128",NA,"APOC3_LDLR"
"APOC3_LRP1","APOC3_LRP1","APOC3","APOC3","LRP1",NA,NA,NA,NA,"celltalkdb_27400128",NA,"APOC3_LRP1"
"APOC3_LRP2","APOC3_LRP2","APOC3","APOC3","LRP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOC3_LRP2"
"APOC3_SDC2","APOC3_SDC2","APOC3","APOC3","SDC2",NA,NA,NA,NA,"celltalkdb_27400128",NA,"APOC3_SDC2"
"APOC3_TLR2","APOC3_TLR2","APOC3","APOC3","TLR2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOC3_TLR2"
"APOC4_VLDLR","APOC4_VLDLR","APOC4","APOC4","VLDLR",NA,NA,NA,NA,"celltalkdb_10996355",NA,"APOC4_VLDLR"
"APOD_LEPR","APOD_LEPR","APOD","APOD","LEPR",NA,NA,NA,NA,"celltalkdb_11344130",NA,"APOD_LEPR"
"APOE_ABCA1","APOE_ABCA1","APOE","APOE","ABCA1",NA,NA,NA,NA,"celltalkdb_24814386",NA,"APOE_ABCA1"
"APOE_CHRNA4","APOE_CHRNA4","APOE","APOE","CHRNA4",NA,NA,NA,NA,"celltalkdb_32196115",NA,"APOE_CHRNA4"
"APOE_LDLR","APOE_LDLR","APOE","APOE","LDLR",NA,NA,NA,NA,"celltalkdb_11327878",NA,"APOE_LDLR"
"APOE_LRP1","APOE_LRP1","APOE","APOE","LRP1",NA,NA,NA,NA,"celltalkdb_11421580",NA,"APOE_LRP1"
"APOE_LRP2","APOE_LRP2","APOE","APOE","LRP2",NA,NA,NA,NA,"celltalkdb_16266282",NA,"APOE_LRP2"
"APOE_LRP4","APOE_LRP4","APOE","APOE","LRP4",NA,NA,NA,NA,"celltalkdb_25688974",NA,"APOE_LRP4"
"APOE_LRP5","APOE_LRP5","APOE","APOE","LRP5",NA,NA,NA,NA,"celltalkdb_9832610",NA,"APOE_LRP5"
